Local_Timestamp,Trigger_ID,Video_Filename,Rule_Type,Det_A,Det_B,Description
2026-08-01 13:27:31 MDT,90217f10d2144b03a160abf0675d4fad,90217f10_fisheye_1785612451.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.039s (threshold=5.0s)"
2026-08-01 13:27:31 MDT,c19490aea721466d9946b78afa586661,c19490ae_fisheye_1785612451.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.045s (threshold=5.0s)"
2026-08-01 13:28:11 MDT,bce0ae77685a45869fc4d7dfc2a86801,bce0ae77_fisheye_1785612492.ts,rule1_continuous_disagreement,39,22,"detector '39' ON, detector '22' OFF for 5.043s (threshold=5.0s)"
2026-08-01 13:28:11 MDT,a3e5e9b02e054be4a83dd71224d14168,a3e5e9b0_fisheye_1785612492.ts,rule1_continuous_disagreement,4,39,"detector '39' ON, detector '4' OFF for 5.05s (threshold=5.0s)"
2026-08-01 13:29:04 MDT,59561272909943df9c9cb326a5fab076,59561272_fisheye_1785612545.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.045s (threshold=5.0s)"
2026-08-01 13:29:05 MDT,0ed05e1cd8ae4860a8865f11a0eae574,0ed05e1c_fisheye_1785612547.ts,rule2_orphan_pulse,42,31,"orphan on detector '42': orphan pulse duration=0.966s window=[1785612534.327, 1785612545.293]"
2026-08-01 13:30:12 MDT,c1ee47c9db7c43bdadd24587b6bb58ea,c1ee47c9_fisheye_1785612612.ts,rule1_continuous_disagreement,4,39,"detector '4' ON, detector '39' OFF for 5.049s (threshold=5.0s)"
2026-08-01 13:34:05 MDT,be252584776b44eb87498aa551845f6b,be252584_fisheye_1785612846.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.066s (threshold=5.0s)"
2026-08-01 13:34:05 MDT,3e07f45768e64e0eb49308e946029897,3e07f457_fisheye_1785612846.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.076s (threshold=5.0s)"
2026-08-01 13:34:32 MDT,fcae83b8cf634a19b35c881a2ddade0d,fcae83b8_fisheye_1785612873.ts,rule2_orphan_pulse,42,31,"orphan on detector '42': orphan pulse duration=3.389s window=[1785612859.155, 1785612872.544]"
2026-08-01 13:34:32 MDT,13389b5037024724940b98500721ad50,13389b50_fisheye_1785612873.ts,rule2_orphan_pulse,8,42,"orphan on detector '42': orphan pulse duration=3.389s window=[1785612859.155, 1785612872.544]"
2026-08-01 13:35:06 MDT,7def7fb9b15f411aab749e3218014c04,7def7fb9_fisheye_1785612907.ts,rule1_continuous_disagreement,39,22,"detector '39' ON, detector '22' OFF for 5.055s (threshold=5.0s)"
2026-08-01 13:35:06 MDT,32f0c32e627d4cfd955426931b8d2aff,32f0c32e_fisheye_1785612907.ts,rule1_continuous_disagreement,4,39,"detector '39' ON, detector '4' OFF for 5.061s (threshold=5.0s)"
2026-08-01 13:36:59 MDT,ad53d4ec7d604be088e51df1c3bedbf4,ad53d4ec_fisheye_1785613020.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.069s (threshold=5.0s)"
2026-08-01 13:37:17 MDT,a37f26049a2345e8bae8a9adebc62a89,a37f2604_fisheye_1785613039.ts,rule1_continuous_disagreement,42,31,"detector '31' ON, detector '42' OFF for 5.052s (threshold=5.0s)"
2026-08-01 13:37:38 MDT,6ca4e5d027054d7b8a9dedc1afdb843c,6ca4e5d0_fisheye_1785613059.ts,rule2_orphan_pulse,43,29,"orphan on detector '29': orphan pulse duration=0.658s window=[1785613047.760, 1785613058.419]"
2026-08-01 13:37:47 MDT,f51ab12ea64e4b6f9b13c8df707fd4f2,f51ab12e_fisheye_1785613069.ts,rule2_orphan_pulse,43,29,"orphan on detector '29': orphan pulse duration=3.041s window=[1785613054.812, 1785613067.854]"
2026-08-01 13:40:17 MDT,2ce328e8fbbe4b31a3ce2cf82af11a74,2ce328e8_fisheye_1785613219.ts,rule2_orphan_pulse,46,17,"orphan on detector '17': orphan pulse duration=0.999s window=[1785613206.488, 1785613217.487]"
2026-08-01 13:40:17 MDT,865bf3d5193c4ec2bf8fd3726e3baa3f,865bf3d5_fisheye_1785613219.ts,rule2_orphan_pulse,2,46,"orphan on detector '2': orphan pulse duration=0.67s window=[1785613206.817, 1785613217.487]"
2026-08-01 13:41:20 MDT,d1a272e77cbe4b74abae131a283c5f03,d1a272e7_fisheye_1785613282.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.074s (threshold=5.0s)"
2026-08-01 13:41:22 MDT,ba9353cd55f9457886e7321f91a25a2a,ba9353cd_fisheye_1785613284.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.069s (threshold=5.0s)"
2026-08-01 13:41:52 MDT,bcf556587a014c08b8dc2502d2174a96,bcf55658_fisheye_1785613312.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.049s (threshold=5.0s)"
2026-08-01 13:42:38 MDT,1291242c31024575a80098949045b2d7,1291242c_fisheye_1785613359.ts,rule2_orphan_pulse,31,8,"orphan on detector '8': orphan pulse duration=1.941s window=[1785613346.892, 1785613358.834]"
2026-08-01 13:42:41 MDT,bc13d58627754fa2851850d29fbfc348,bc13d586_fisheye_1785613363.ts,rule1_continuous_disagreement,43,29,"detector '43' ON, detector '29' OFF for 5.078s (threshold=5.0s)"
2026-08-01 13:42:58 MDT,e8efbc2f5cff42768312718286bd44b1,e8efbc2f_fisheye_1785613379.ts,rule2_orphan_pulse,31,8,"orphan on detector '8': orphan pulse duration=1.645s window=[1785613366.949, 1785613378.594]"
2026-08-01 13:44:10 MDT,1e7d6e2d3d7c45d1a22c460f08457917,1e7d6e2d_fisheye_1785613452.ts,rule1_continuous_disagreement,3,41,"detector '3' ON, detector '41' OFF for 5.044s (threshold=5.0s)"
2026-08-01 13:44:11 MDT,61cb4aaa961b4bceb488337f1383e39e,61cb4aaa_fisheye_1785613452.ts,rule1_continuous_disagreement,41,30,"detector '30' ON, detector '41' OFF for 5.049s (threshold=5.0s)"
2026-08-01 13:45:26 MDT,bbb3bc4c3986429198602e11074d3045,bbb3bc4c_fisheye_1785613527.ts,rule2_orphan_pulse,43,29,"orphan on detector '29': orphan pulse duration=1.968s window=[1785613514.227, 1785613526.195]"
2026-08-01 13:45:31 MDT,d9b77416c44745bdbb5ef62d94438f2b,d9b77416_fisheye_1785613533.ts,rule2_orphan_pulse,43,29,"orphan on detector '29': orphan pulse duration=2.671s window=[1785613518.844, 1785613531.514]"
2026-08-01 13:46:03 MDT,3a6dbca479024fd0ab12f07890ad890f,3a6dbca4_fisheye_1785613563.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.048s (threshold=5.0s)"
2026-08-01 13:46:03 MDT,2ac73f28121548f1865be5e9ff7d985c,2ac73f28_fisheye_1785613563.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.057s (threshold=5.0s)"
2026-08-01 13:46:35 MDT,fe3847fcf5ec4c148bfb09e8658cd5fa,fe3847fc_fisheye_1785613596.ts,rule1_continuous_disagreement,31,8,"detector '8' ON, detector '31' OFF for 5.079s (threshold=5.0s)"
2026-08-01 13:46:35 MDT,e26af647db2e4022a1c0ecb012e631ea,e26af647_fisheye_1785613596.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.082s (threshold=5.0s)"
2026-08-01 13:47:08 MDT,3db439e553b94f07abcdfcd10fd1eec7,3db439e5_fisheye_1785613628.ts,rule1_continuous_disagreement,46,17,"detector '17' ON, detector '46' OFF for 5.089s (threshold=5.0s)"
2026-08-01 13:47:10 MDT,0f379b9f0dc44216bb21e7b555b2978a,0f379b9f_fisheye_1785613630.ts,rule1_continuous_disagreement,2,46,"detector '2' ON, detector '46' OFF for 5.098s (threshold=5.0s)"
2026-08-01 13:48:19 MDT,95d4a2e39bff4457a9483cd0c6dcc9b8,95d4a2e3_fisheye_1785613699.ts,rule1_continuous_disagreement,39,22,"detector '39' ON, detector '22' OFF for 5.054s (threshold=5.0s)"
2026-08-01 13:48:19 MDT,c35ef92fa7644d17a56d6d6c814fcedd,c35ef92f_fisheye_1785613699.ts,rule1_continuous_disagreement,4,39,"detector '39' ON, detector '4' OFF for 5.063s (threshold=5.0s)"
2026-08-01 13:48:51 MDT,44a4acca60054372816ac50a58efbbea,44a4acca_fisheye_1785613732.ts,rule2_orphan_pulse,30,3,"orphan on detector '3': orphan pulse duration=0.977s window=[1785613720.512, 1785613731.489]"
2026-08-01 13:48:58 MDT,9427ee210c504c54826052c671a50ee0,9427ee21_fisheye_1785613740.ts,rule2_orphan_pulse,43,29,"orphan on detector '29': orphan pulse duration=0.665s window=[1785613727.790, 1785613738.454]"
2026-08-01 13:49:35 MDT,c54c4c4c837d443e89c5b277eed91486,c54c4c4c_fisheye_1785613776.ts,rule1_continuous_disagreement,8,42,"detector '8' ON, detector '42' OFF for 5.061s (threshold=5.0s)"
2026-08-01 13:49:42 MDT,83de45ec93a44fb0b0aa04436897720f,83de45ec_fisheye_1785613783.ts,rule2_orphan_pulse,42,31,"orphan on detector '31': orphan pulse duration=0.955s window=[1785613771.218, 1785613782.173]"
